sample	unclassified-kra_unclassified-seq_ERR9709202__merged	unclassified-kra_unclassified-seq_ERR9709203__merged	unclassified-kra_unclassified-seq_ERR9709204__merged	unclassified-kra_unclassified-seq_ERR9709206__merged	unclassified-kra_unclassified-seq_ERR9709208__merged	unclassified-kra_unclassified-seq_ERR9709209__merged	unclassified-kra_unclassified-seq_ERR9709210__merged	unclassified-kra_unclassified-seq_ERR9709211__merged	unclassified-kra_unclassified-seq_ERR9709212__merged	unclassified-kra_unclassified-seq_ERR9709213__merged	unclassified-kra_unclassified-seq_ERR9709214__merged	unclassified-kra_unclassified-seq_ERR9709215__merged	unclassified-kra_unclassified-seq_ERR9709216__merged	unclassified-kra_unclassified-seq_ERR9709217__merged	unclassified-kra_unclassified-seq_ERR9709218__merged	unclassified-kra_unclassified-seq_ERR9709219__merged	unclassified-kra_unclassified-seq_ERR9709220__merged	unclassified-kra_unclassified-seq_ERR9709221__merged	unclassified-kra_unclassified-seq_ERR9709224__merged	unclassified-kra_unclassified-seq_ERR9709225__merged	unclassified-kra_unclassified-seq_ERR9709226__merged	unclassified-kra_unclassified-seq_ERR9709227__merged	unclassified-kra_unclassified-seq_ERR9709228__merged	unclassified-kra_unclassified-seq_ERR9709230__merged	unclassified-kra_unclassified-seq_ERR9709231__merged	unclassified-kra_unclassified-seq_ERR9709234__merged	unclassified-kra_unclassified-seq_ERR9709235__merged	unclassified-kra_unclassified-seq_ERR9709236__merged	unclassified-kra_unclassified-seq_ERR9709238__merged	unclassified-kra_unclassified-seq_ERR9709240__merged	unclassified-kra_unclassified-seq_ERR9709241__merged	unclassified-kra_unclassified-seq_ERR9709242__merged	unclassified-kra_unclassified-seq_ERR9709243__merged	unclassified-kra_unclassified-seq_ERR9709244__merged	unclassified-kra_unclassified-seq_ERR9709245__merged	unclassified-kra_unclassified-seq_ERR9709246__merged	unclassified-kra_unclassified-seq_ERR9709247__merged	unclassified-kra_unclassified-seq_ERR9709248__merged	unclassified-kra_unclassified-seq_ERR9709249__merged	unclassified-kra_unclassified-seq_ERR9709251__merged	unclassified-kra_unclassified-seq_ERR9709252__merged	unclassified-kra_unclassified-seq_ERR9709253__merged
unclassified-kra_unclassified-seq_ERR9709202__merged	0.0	0.004925453605183434	0.004941245902219424	0.004812842727577566	0.005100034591899596	0.005089833941279139	0.005081807691985641	0.005156863946666093	0.0052944063544544395	0.00486593851602782	0.004900886272514044	0.005045194565337714	0.005310240337993125	0.005122312817499494	0.005283434075463441	0.005223430462421183	0.005378073175432974	0.005148406723123418	0.005370091073155034	0.005249276596384793	0.00519106817109557	0.005259897696041622	0.005417062344903644	0.004877495438510787	0.005012502163078879	0.004660638247755601	0.005177889874921206	0.005184089731800185	0.004930840632110871	0.005161710432229112	0.004912557488583817	0.005181840511046531	0.005309671848394748	0.005184415413510298	0.005564708759835421	0.005177094708085855	0.005121456104767723	0.005188641566592811	0.005428402255486458	0.005342775989720348	0.004663860323154648	0.004924339906922097
unclassified-kra_unclassified-seq_ERR9709203__merged	0.004368078936429946	0.0	0.004326360830815552	0.004162014921678815	0.0045582776125031145	0.004455225407751223	0.004640782833094719	0.004582111711659302	0.004632467762719137	0.004321424982865994	0.0042491348219917575	0.004388373246127016	0.004893197712000671	0.00456419129859335	0.004701306433956671	0.00469173049218464	0.004836416185774186	0.004746413875668427	0.0047512996396006455	0.0047235103754818125	0.004730500894428656	0.0046394934512244855	0.00480615548524186	0.004293400754994125	0.004496416031529453	0.004179617362706726	0.004557271543247293	0.0044676514729778205	0.004411631463440501	0.004628665366404311	0.004358648629249797	0.004720615600281901	0.004538865276919421	0.004771657689089688	0.004999180070827854	0.0045794114545753	0.004492666290786096	0.0046792016755843905	0.00492066326695689	0.004794463969155178	0.003954822767286168	0.004215984571963537
unclassified-kra_unclassified-seq_ERR9709204__merged	0.005649197429642852	0.0057268852207969624	0.0	0.005419459652480988	0.005826218378262477	0.0056348019940362535	0.005754195761429806	0.005850797096629568	0.0059266251322004455	0.005444913704684154	0.0055407024685889825	0.005588604395662767	0.005991341666494189	0.005688880550389032	0.005985422883337297	0.005861868367281111	0.00614515650254825	0.005654326170430638	0.006021039631664871	0.005774663779248235	0.005792973310345083	0.005807373444010041	0.006029419286873292	0.005426563083192808	0.005550047239438821	0.005291479912573178	0.005735055441016837	0.005765739347078875	0.005512755594579892	0.005743899412130549	0.005552551141197506	0.005866926298840572	0.005771936857182534	0.005843742836929637	0.006253460848582091	0.005794276028648137	0.0057604261165586776	0.0058746453820289635	0.0060040206950071435	0.006000809365335615	0.005177765138695983	0.005545345657033945
unclassified-kra_unclassified-seq_ERR9709206__merged	0.004610928878389012	0.0045414186428877675	0.004506197220108613	0.0	0.004639450946580426	0.004599374500213686	0.004669811958395281	0.004700206823844521	0.004817433304012071	0.0044019429152954564	0.00434080529372338	0.004420196238536608	0.004844887918629369	0.004626738908506339	0.004761624029425635	0.004686910487636945	0.00498508446351435	0.00465210932209644	0.004845420870412224	0.004687498522194425	0.004724967688694229	0.004739403122271373	0.004941268839708307	0.0043903177628391065	0.004470280886069055	0.004244080428869307	0.004710609928148644	0.004630890976605886	0.0044118667888755295	0.004615132819704224	0.004400827759125535	0.004630548926550114	0.00474428927821746	0.004734537888480722	0.00516430311060274	0.00470069201031866	0.00459568290403649	0.004749451912183651	0.004880784296929097	0.004889437002102074	0.0040680734944222715	0.004433635238798496
unclassified-kra_unclassified-seq_ERR9709208__merged	0.005341205238119228	0.005411839778728435	0.005366200889072786	0.005078020231893323	0.0	0.0053712671172078084	0.005365967572822664	0.005591265106493676	0.0056455934122040426	0.005115638119326304	0.0052051043537726365	0.00526372411499492	0.005624610197967011	0.005351151031783099	0.005547530152863123	0.00550654943974184	0.0058189468916662965	0.00550459102787554	0.005700973750697825	0.005499689702158895	0.00544896081080771	0.005526166431716206	0.005741610924770178	0.005204480156033291	0.005232049567370755	0.005025086399927578	0.005457278703980792	0.0054639259990249085	0.005231385097694997	0.005465494745048335	0.005253507811276502	0.005427433253773415	0.0054677078669954585	0.005512983363569737	0.005876348079187056	0.005280329445602655	0.005407541231416098	0.0056461072005479515	0.0057448807612428265	0.0056664681890365495	0.004931008804539717	0.005252991875098958
unclassified-kra_unclassified-seq_ERR9709209__merged	0.005093270723540828	0.004959407006642499	0.00496328741909898	0.004810336020574821	0.00515033344212773	0.0	0.005062903744094837	0.005149391752525345	0.005138358296309684	0.004777054497473916	0.00483322386678391	0.0048212870679703364	0.005354222186801151	0.00505484561196988	0.005244402408045193	0.005115654975518363	0.005344881764031179	0.005115944633461751	0.005178856424510688	0.00516715389580569	0.00507975933678236	0.005108711553748175	0.005262970817988442	0.004861215644684509	0.004871785849473236	0.004695315473353934	0.005159789853148516	0.00491987384188586	0.00482375637437154	0.005015060536073844	0.005000637433741816	0.005204853724551331	0.005093584032471067	0.005153328839625899	0.005358413047091603	0.00505832399458684	0.0050206008370929705	0.005042833587254937	0.0052327003052152765	0.0049848865694191525	0.00459634419220389	0.00480880219296357
unclassified-kra_unclassified-seq_ERR9709210__merged	0.0054065628999385735	0.005547142959929574	0.005378030636730657	0.005200592215465465	0.005450230331539064	0.005368323744959788	0.0	0.005671660123971107	0.0056355548778083886	0.0052205328687479164	0.0052160466248987675	0.005347571618159562	0.0057157404318627595	0.005579358432639187	0.005676330837448898	0.005617196448537461	0.005818301743206079	0.005469337068115848	0.00571912453543134	0.005584507305302978	0.005552570253775205	0.005535293176224088	0.005849221506292816	0.005322183790472295	0.005383285434619509	0.005107764930730956	0.005521235481491075	0.0055453303940716046	0.005342197058475228	0.00556022628057744	0.005397679934805461	0.0056037716028979525	0.005574493366442454	0.005582889381986279	0.005964983195447791	0.005467896385526662	0.005434247621906806	0.005566841719128161	0.005814738541175316	0.005628621795102592	0.005032983999203362	0.005346078875220399
unclassified-kra_unclassified-seq_ERR9709211__merged	0.005544703810802426	0.005631734004136652	0.0055042443897749885	0.005277088486212119	0.005719898999431657	0.005515996615103401	0.005734318976323458	0.0	0.00597249702127742	0.005377108120793753	0.005463294500544635	0.0056059332316295545	0.005892565762198768	0.005683768286311382	0.005900404463913601	0.005789944713461195	0.006052817787680287	0.005644128701192182	0.005965814010844139	0.00570568814673354	0.005741775980732554	0.0057893997093018505	0.005979221267105684	0.0053629289569540875	0.005543113657360443	0.005316615254645236	0.005705174793387433	0.005821714519146882	0.005487918285223755	0.005734490722525916	0.005455112670247027	0.005708782331499589	0.005739279838469981	0.00580685151094402	0.006182530172755415	0.005719623442427842	0.0057033219663871265	0.005743514830393682	0.005951377271013968	0.005990692668044	0.005141664533672111	0.005510024564541134
unclassified-kra_unclassified-seq_ERR9709212__merged	0.005423486107901204	0.00536329936604035	0.005333582209942793	0.005134142960727899	0.005520008799818896	0.0052424586161337015	0.005436901313363865	0.005708091830677755	0.0	0.005176404319167962	0.0051989078629792905	0.005261569037472934	0.005605463034576038	0.0053973904805491	0.005653643382668299	0.005396188507771735	0.005760662857707586	0.005345492327630426	0.00557330092219425	0.005498697976658748	0.0054274229659406065	0.005480422966561032	0.005757960856973507	0.00509535969895788	0.0052347754631577184	0.00502671864853092	0.005428286156506579	0.0053682511374772285	0.005200370115183245	0.005334695363657594	0.005326939272170223	0.00551417311498215	0.00551216086604461	0.005461744933462505	0.005878494029097779	0.005448705926858777	0.00546187075524981	0.005414205289984464	0.005773248593170655	0.0056660894265813935	0.00489872534045114	0.005295610046177663
unclassified-kra_unclassified-seq_ERR9709213__merged	0.005075795747169222	0.005058171523129744	0.004979845086122801	0.004826924948151453	0.005105723205408334	0.0049731622228543024	0.0051126718011042	0.00521872728179281	0.005273153543327173	0.0	0.004648551202179517	0.004624843300559909	0.005243435057434118	0.005087798622627186	0.005291585561535883	0.005187086237444374	0.005375603551651565	0.005201445982948474	0.005254586084393699	0.005169722789965032	0.005145527110184589	0.005146890761843256	0.005294010469202593	0.004943779773329408	0.004892852440481534	0.004697002959919328	0.005125659321114631	0.004958332838024231	0.004992121378104649	0.005063709041904651	0.005013890526494021	0.00523228279090387	0.005211908672930671	0.005209921137800777	0.005404002271049695	0.005104453680753122	0.005066684435770617	0.0052326861693412835	0.005279957711766793	0.005086441164041424	0.004502387718154172	0.004843221105290174
unclassified-kra_unclassified-seq_ERR9709214__merged	0.005207799410578207	0.005192686725257434	0.005159741194511061	0.004849876209286521	0.0052791753307409135	0.005099887717767297	0.00519359773362835	0.0054203827762445865	0.00540196291705352	0.004690478603233244	0.0	0.00486048547899415	0.005302800717866548	0.005092410804259623	0.0053412893863764264	0.0052777870966538055	0.005518660156686865	0.005108773406211386	0.005302928362253221	0.005155714840024011	0.005191227945980411	0.005206968164507524	0.005509037975124105	0.004835521800699037	0.004965319076865202	0.004683669638754943	0.00518622569903955	0.005172885679354968	0.0048523809177934436	0.005156988245358162	0.005073578759547239	0.005216601262466763	0.005243772738893121	0.005274740244946401	0.005637883563935788	0.0050469313815459035	0.005173592034597275	0.005168316464091968	0.005410019308140489	0.00541477031093995	0.004466509780692007	0.004938001205324746
unclassified-kra_unclassified-seq_ERR9709215__merged	0.005377882061619233	0.005382148975833789	0.005212429291713976	0.004942746507856095	0.0053467881676440765	0.005097392624732057	0.005343975493352911	0.005575836793421635	0.005477613249323594	0.0046683672997167225	0.0048596424398833155	0.0	0.005536430390308095	0.005189344014982184	0.005478023132402904	0.005328457185157767	0.0056504494416763015	0.0053375168406618895	0.0054134418503466696	0.00535561888689756	0.005343748207798988	0.005401300259373336	0.005496179485226112	0.005022888364982348	0.005046342459807052	0.0048391282125602045	0.005300394414599369	0.005273104457880493	0.005049511648643548	0.005294344977218517	0.0052054921620711975	0.005350470530094561	0.005385673256429521	0.005424152305057917	0.005813272063381624	0.005210444384923571	0.005235086691009366	0.005348292721612647	0.005544309992392528	0.005435621191854376	0.004671635733685582	0.005057588944552354
unclassified-kra_unclassified-seq_ERR9709216__merged	0.004847755347126066	0.00483645899003164	0.004835651767683773	0.004572957357644404	0.004935815104774	0.00490716374959	0.004949760829874821	0.005027670931594726	0.005019377032212325	0.004597868170280812	0.00457149556642707	0.004764959438459861	0.0	0.004693283939602166	0.0048385844536246265	0.004834344401296558	0.004939171205988516	0.004828211615124616	0.004876659296814737	0.004875976396145709	0.0048013415526300075	0.004881252587405133	0.005083153809866531	0.004762322969930404	0.004760332204121409	0.004559886150438394	0.004888413916441278	0.004891021306138899	0.004643588429521149	0.004778845363574515	0.0048278159055072664	0.004857298561060938	0.004807684536150102	0.004797117425663563	0.0051328841166277984	0.0047732157659309046	0.004749605571224666	0.004918938816977611	0.005140463011698113	0.004961350394578154	0.004528802384390786	0.004688419865568946
unclassified-kra_unclassified-seq_ERR9709217__merged	0.0050071146802241565	0.004916223561540402	0.0048869697150469476	0.004714576326882862	0.005012776892642465	0.004945210138456354	0.005149470817824918	0.005173723679890943	0.005161855659018908	0.004778453707678211	0.0047069935624392874	0.004780831046615976	0.005034219908158165	0.0	0.004839157896249866	0.005006491667127073	0.005129050813044795	0.004873192760444805	0.005111475579548967	0.004912210331725906	0.004920075464428571	0.004967485161666133	0.005252812778500887	0.0048256177364536185	0.004855442576804889	0.004612575468211379	0.005013194109988025	0.0048707731400815	0.0048284067746218445	0.004891476750386694	0.004856282921413057	0.005029988705755139	0.004969983910116599	0.004886002013074816	0.005236870717300766	0.0049317705810483356	0.004767956894127766	0.005129689544679108	0.005215751495919116	0.0050570192512692244	0.004597071031055341	0.004753406035560519
unclassified-kra_unclassified-seq_ERR9709218__merged	0.00510727603297367	0.005027634871006844	0.005052159061318611	0.004778695665722579	0.005111222378439758	0.005091598794188411	0.00517069258665852	0.005281006234851513	0.005323349226926074	0.004925172595870378	0.004841259713567268	0.004942486563575086	0.005162031926786062	0.004799174252995416	0.0	0.005083256717165773	0.005260606881127574	0.005063046414961131	0.005195783526720494	0.005039437109275202	0.005081109669627697	0.005097615537279867	0.0053599858344495965	0.004914939679936284	0.004936468330564858	0.004722816000017257	0.005199417933981731	0.0051269954699882485	0.004960778972609697	0.0050183937033133575	0.0050554304321044265	0.005057438758903765	0.005061499757559829	0.005005382721449842	0.005352573091629072	0.004963445527385598	0.004972537995383294	0.005164268962432068	0.005381907100397265	0.0051807267914751026	0.004722004016447902	0.004939003245185802
unclassified-kra_unclassified-seq_ERR9709219__merged	0.005286113322360269	0.0052740261115745415	0.005208122509459153	0.004948811696632336	0.0053247834588114485	0.005177642014217691	0.005357437780182486	0.005447250860249913	0.005333682706999519	0.005047311900796197	0.0050364448569287	0.005067099624758855	0.005358531992928907	0.005186078346681839	0.005317564870240968	0.0	0.005441954346922005	0.0050616051651024545	0.0053758082197461875	0.005254650296694207	0.00532962139174912	0.005220215152386738	0.005534255701699001	0.005055767774844653	0.005153546835523314	0.004981813385645414	0.005349394748124562	0.005291999524012093	0.005091707625235262	0.005108381294557034	0.005150132458358331	0.005151714026435808	0.005194025451593726	0.00526254292393555	0.0055478103534479985	0.005112222034771057	0.005132123742491512	0.005370446249353859	0.005474311362292834	0.005345279470851015	0.004780712801012362	0.0051396123604934875
unclassified-kra_unclassified-seq_ERR9709220__merged	0.0050793938391143	0.005100195674816167	0.005107922884033229	0.004860803203065934	0.005265700155692344	0.005046523599453058	0.005200028811495464	0.005349602519440031	0.005331951132269997	0.00485790259978324	0.004875900797061946	0.004989235980925853	0.005110071853570775	0.00494051643439646	0.005152858275300244	0.005081226290476505	0.0	0.004937759886787853	0.005279812811251687	0.005147612166443986	0.004989395552598639	0.0049714566564615995	0.005365562295575637	0.004749997766130153	0.00489068046925549	0.004751506975817778	0.0050579313264804355	0.005122822808144589	0.004835526691273566	0.004904507910106527	0.005043548644556689	0.005060834088841307	0.004964119598464783	0.005002717666245195	0.0054381361990186354	0.004957468621361539	0.005018246491649048	0.005191121510087648	0.005414039701401888	0.00543095060906145	0.004579057636401754	0.004995543944286596
unclassified-kra_unclassified-seq_ERR9709221__merged	0.0047335518434534415	0.0046943859565488745	0.004586624339979956	0.004433851915970237	0.004875433924807815	0.004714365867811542	0.004762453554196321	0.0048511519642835885	0.004829252715041959	0.004601829426963264	0.004450931892022596	0.004639929065227683	0.004862146831404588	0.004572827435102696	0.004772456454215082	0.004585954710622906	0.004823232556289196	0.0	0.004754024916548577	0.0047937279661326125	0.004686907240924995	0.004743540522175077	0.004970266530101386	0.004613156395845666	0.004654882413920331	0.004432006816077768	0.004764072121149945	0.004727230897394377	0.004595616993573497	0.004637926909671889	0.004550185130446195	0.00471123675910475	0.004705252220474157	0.0046765411165103086	0.004968640188149622	0.004661095995967904	0.004422115959132553	0.0048495397457846	0.004915893829860134	0.004712189806195985	0.0043729654580490305	0.004442349278010149
