sample	unclassified-kra_unclassified-seq_ERR9709202__merged	unclassified-kra_unclassified-seq_ERR9709203__merged	unclassified-kra_unclassified-seq_ERR9709204__merged	unclassified-kra_unclassified-seq_ERR9709206__merged	unclassified-kra_unclassified-seq_ERR9709208__merged	unclassified-kra_unclassified-seq_ERR9709209__merged	unclassified-kra_unclassified-seq_ERR9709210__merged	unclassified-kra_unclassified-seq_ERR9709211__merged	unclassified-kra_unclassified-seq_ERR9709212__merged	unclassified-kra_unclassified-seq_ERR9709213__merged	unclassified-kra_unclassified-seq_ERR9709214__merged	unclassified-kra_unclassified-seq_ERR9709215__merged	unclassified-kra_unclassified-seq_ERR9709216__merged	unclassified-kra_unclassified-seq_ERR9709217__merged	unclassified-kra_unclassified-seq_ERR9709218__merged	unclassified-kra_unclassified-seq_ERR9709219__merged	unclassified-kra_unclassified-seq_ERR9709220__merged	unclassified-kra_unclassified-seq_ERR9709221__merged	unclassified-kra_unclassified-seq_ERR9709224__merged	unclassified-kra_unclassified-seq_ERR9709225__merged	unclassified-kra_unclassified-seq_ERR9709226__merged	unclassified-kra_unclassified-seq_ERR9709227__merged	unclassified-kra_unclassified-seq_ERR9709228__merged	unclassified-kra_unclassified-seq_ERR9709230__merged	unclassified-kra_unclassified-seq_ERR9709231__merged	unclassified-kra_unclassified-seq_ERR9709234__merged	unclassified-kra_unclassified-seq_ERR9709235__merged	unclassified-kra_unclassified-seq_ERR9709236__merged	unclassified-kra_unclassified-seq_ERR9709238__merged	unclassified-kra_unclassified-seq_ERR9709240__merged	unclassified-kra_unclassified-seq_ERR9709241__merged	unclassified-kra_unclassified-seq_ERR9709242__merged	unclassified-kra_unclassified-seq_ERR9709243__merged	unclassified-kra_unclassified-seq_ERR9709244__merged	unclassified-kra_unclassified-seq_ERR9709245__merged	unclassified-kra_unclassified-seq_ERR9709246__merged	unclassified-kra_unclassified-seq_ERR9709247__merged	unclassified-kra_unclassified-seq_ERR9709248__merged	unclassified-kra_unclassified-seq_ERR9709249__merged	unclassified-kra_unclassified-seq_ERR9709251__merged	unclassified-kra_unclassified-seq_ERR9709252__merged	unclassified-kra_unclassified-seq_ERR9709253__merged
unclassified-kra_unclassified-seq_ERR9709202__merged	0.0	0.0024696608809793297	0.002988638783837483	0.0024643473265524296	0.002730045027120709	0.002930872977772836	0.0030131332517921994	0.0028001631755436573	0.0029511825171012473	0.0028496236412767217	0.0027691214444849344	0.0028269715830246955	0.002946485122711673	0.0028768284227604912	0.0027995372276445885	0.0031004929406677206	0.002978291461125382	0.0030275553973019287	0.0030046597052305613	0.0029591491029892225	0.0029545711987780665	0.002936902555326859	0.002980683091510561	0.002798143617889326	0.002819076828498579	0.0025934546436757744	0.0030716729885784666	0.0029517409498878155	0.00276547833859786	0.002985542725962076	0.0026248916478863737	0.0029352582833834795	0.002946961439943774	0.0029608040889657072	0.0029901381482916323	0.0029520278252641585	0.0030274818705943174	0.0027571790841851573	0.003059197992292373	0.0032350104437681715	0.002770394382867747	0.0027209814512270114
unclassified-kra_unclassified-seq_ERR9709203__merged	0.0024696608809793297	0.0	0.002745648322241223	0.002187870774453149	0.00256977143089121	0.00261634316265158	0.002833899718040045	0.0027948007741690484	0.0027501667226713655	0.0026356694737595943	0.0026632151159516892	0.0025600332454502883	0.002745958040118235	0.002536495678240658	0.002419756274780971	0.002781385460970176	0.0027627654694205583	0.0028257100482144137	0.0027216874921958123	0.0027183702549833377	0.0026265457026373173	0.0027043295432070957	0.0026629638380333276	0.0024477868453135487	0.0025970429890288527	0.002293742397562637	0.002796878891316079	0.002657378061010629	0.002562179670779763	0.0025993838495168564	0.00251019746234149	0.0026372980230652265	0.0026344261033883765	0.002669077441525669	0.002852711679589559	0.0027283843405506714	0.0026532348918167914	0.002504465015022994	0.002785888264561054	0.003049530414764301	0.0024184980255624877	0.0024762679946565003
unclassified-kra_unclassified-seq_ERR9709204__merged	0.002988638783837483	0.002745648322241223	0.0	0.002663029181101173	0.002892023079949957	0.00298662865492505	0.0031543992759803796	0.0029754634174509187	0.0029860821059468634	0.00291986981783654	0.0028812240066941053	0.0029003120022460527	0.003218728103110191	0.003032681961433581	0.0028874998771397653	0.0032494057909483454	0.0031305726478277895	0.003273203679126091	0.003177042524037277	0.003285658121152557	0.0031230806836561875	0.0029976373843736415	0.0030843871997111583	0.00310431399478861	0.002908337599485278	0.002711594884652002	0.0032143649264742002	0.003034014790729289	0.0029542539327285233	0.0031943827961601334	0.0028274729718746894	0.0031811218047353984	0.003141730358554029	0.0031546307674259477	0.0030730412407951047	0.0031050771362791663	0.0029713895731457995	0.002954437280335953	0.0030439405300468625	0.003186387444570782	0.0028084454468153552	0.0027692653759409103
unclassified-kra_unclassified-seq_ERR9709206__merged	0.0024643473265524296	0.002187870774453149	0.002663029181101173	0.0	0.002552333374717497	0.002592519058888021	0.0027313628130686274	0.002683859998127258	0.002691975026369642	0.00253999986754605	0.002568933625428871	0.0025098486776260476	0.002755822244635886	0.00254003756490917	0.0024423869803567033	0.002864652713298499	0.0026403762181144153	0.0027278739558310727	0.0026903948959053903	0.002830684106648218	0.00262839377315105	0.0026477829364247585	0.002586495354592433	0.002508601654253706	0.002612916427822687	0.0024143895385068115	0.0027564939480797523	0.0027147571796252157	0.0024977633107086117	0.0026982146511915772	0.002467258510552184	0.002575168008814077	0.002642470872780356	0.0026492039081362773	0.0027435296448918844	0.0027905341704667075	0.002714214903701162	0.0025065328150437605	0.002679402681566301	0.0030153970708529654	0.002388050079838666	0.0025252644539899283
unclassified-kra_unclassified-seq_ERR9709208__merged	0.002730045027120709	0.00256977143089121	0.002892023079949957	0.002552333374717497	0.0	0.0028972734642099818	0.0030152538017333974	0.0029748485722125295	0.002977248807411681	0.002793803484428814	0.0028979633545611616	0.0028185092695549585	0.0029986319098371794	0.002918384216096581	0.0028080107008436883	0.0031436678666386664	0.002970548064482048	0.0031322487880642846	0.002963892105944721	0.0030884848754039185	0.002968540056881297	0.0029385767009046937	0.002937201386525312	0.0028771305996734275	0.0027950377931378334	0.0026280774776114013	0.003098389109109867	0.002949025082532364	0.00284374774173235	0.002979973136348568	0.0027209676804869076	0.0028492418023134958	0.003031952430215701	0.0029637098887845825	0.0030371977728316235	0.0029464041664351015	0.0030138653549993677	0.0028679331683376663	0.0030656353433275996	0.003060498838543535	0.002772706367943023	0.002756122224385482
unclassified-kra_unclassified-seq_ERR9709209__merged	0.002930872977772836	0.00261634316265158	0.00298662865492505	0.002592519058888021	0.0028972734642099818	0.0	0.0030615754185819855	0.00301840871493797	0.002945205721441635	0.0029064336538142665	0.002802662253822863	0.002743066451848186	0.003016838668054578	0.0028441735648895294	0.002819245120132541	0.003117797125495869	0.0029192833640917515	0.0029811925617921897	0.002966441052159041	0.0030148767904224494	0.002925668261780201	0.002840494129522475	0.0028892670741605953	0.00283445461011933	0.0027633899346349855	0.002592609084892339	0.0030038015317017663	0.0028143158283542302	0.0026020535981311488	0.0029030324858626555	0.0027804113153606647	0.002931924517025064	0.0028374579719229187	0.002902539009038252	0.002959651503362526	0.002935050651673543	0.003029693782525822	0.002708022322846504	0.0029775056604739447	0.003045274336311965	0.002762536038465546	0.00280384602123418
unclassified-kra_unclassified-seq_ERR9709210__merged	0.0030131332517921994	0.002833899718040045	0.0031543992759803796	0.0027313628130686274	0.0030152538017333974	0.0030615754185819855	0.0	0.0032391580586680346	0.0031381621677909477	0.0030563377344273723	0.0029800373510755485	0.003080667656874647	0.0033279084185191543	0.0031838460449324923	0.003023510901223214	0.0033354884544170016	0.003243717162169979	0.0032671575555840437	0.0032645551027072894	0.003346620376688314	0.003120756350215137	0.0031876577614293744	0.003203948725547079	0.0031765992519641184	0.0030603731515547183	0.002904694216301573	0.0032583558902935517	0.0030743334261467137	0.00309344001053391	0.003267712663072242	0.0029785379791230637	0.003194413947847141	0.0033126187877748903	0.003226950055905342	0.0032450140044547604	0.0031950497730126592	0.003174357962543506	0.0030601366461896484	0.0033013361044939016	0.003297557383246774	0.0029488791867650077	0.0030793155437791597
unclassified-kra_unclassified-seq_ERR9709211__merged	0.0028001631755436573	0.0027948007741690484	0.0029754634174509187	0.002683859998127258	0.0029748485722125295	0.00301840871493797	0.0032391580586680346	0.0	0.0031479156805318542	0.002920309280017852	0.002924857694913907	0.002914234682967698	0.0032403757326244786	0.0029667306222774803	0.0028000680869180172	0.0032509952087754757	0.00308966848039538	0.0031737276462426856	0.0031679961962470804	0.0032033860295171968	0.0030487518434674232	0.003028619569865998	0.0030031893238506857	0.002982300645628433	0.002993870506802998	0.002691103017469554	0.003198023989887111	0.0030876010721794245	0.0029327562016420172	0.003154798930475544	0.002868915626031865	0.0030720784659347133	0.0030878888451141284	0.003054283249861234	0.003017108080099584	0.0031827498609319216	0.00310682291841613	0.0030165111746699447	0.0030479591870459233	0.003308535068031526	0.0028237684739281788	0.002883519223556563
unclassified-kra_unclassified-seq_ERR9709212__merged	0.0029511825171012473	0.0027501667226713655	0.0029860821059468634	0.002691975026369642	0.002977248807411681	0.002945205721441635	0.0031381621677909477	0.0031479156805318542	0.0	0.0029960088494971338	0.002921113999000191	0.0028480017053807982	0.003069914715915778	0.0029904510536981066	0.002879517805130849	0.003186092725484424	0.0030560211468343423	0.003099093408805653	0.003095936297605184	0.0030961856210532934	0.002917980304889767	0.0029895236135485392	0.003014481497059962	0.0029712842605252865	0.0028792218648373558	0.0027645227446894127	0.0031499469368665434	0.0029857505040705723	0.0029648484793599605	0.003115413523730348	0.0028463257340409776	0.0031593928985191866	0.003121310577084424	0.003068935538631412	0.003095197948186912	0.0031162543010965216	0.003059419790968354	0.0028589269029403175	0.0031139283918187877	0.0032541776968713076	0.0028827803573608923	0.0028446067876799486
unclassified-kra_unclassified-seq_ERR9709213__merged	0.0028496236412767217	0.0026356694737595943	0.00291986981783654	0.00253999986754605	0.002793803484428814	0.0029064336538142665	0.0030563377344273723	0.002920309280017852	0.0029960088494971338	0.0	0.0027476269622557226	0.0025878034532105243	0.0029450981460814596	0.0028830665820089862	0.0027688693644457585	0.003097977579554878	0.0027960281864894965	0.0030228728448330466	0.002978218772609398	0.003099046615929968	0.002906524158174606	0.0029472240201036115	0.002855061369086198	0.0028533401219580368	0.002843285726456646	0.002637246200601573	0.003031998183614215	0.002803899916705488	0.0028107098887778514	0.0029710093191869236	0.0027711140305352044	0.002875552266271897	0.0030353348381287892	0.002965437441159513	0.0028407375871860596	0.00294387671208729	0.003019134644355659	0.0027954266543344097	0.0029425339999337163	0.002885647192844676	0.002703283530032796	0.002754772071176248
